"User Name","Comment Date","Full Comment"
"fintail","November 2009"," Saw my first Lexus holiday themed ad today...same old same old. "
"euphonium","November 2009"," Good advertising sells the sizzle, not the steak. Good TV advertising does NOT place two competing products back to back. It helps to speak cleanly and clearly instead of ""dey"" & ""dem"". Correct grammar would be helpful as well. ""Me & her"",& ""She don't"" want dat. :sick: "
"tallman1","November 2009"," Really can't stand the Howie Long Chevy commercials.I agree. For the most part, I've always liked Howie Long but those commercials are a pain. Their comparisons leave a lot to be desired. The one that really got me was showing the middle seat (for kids) outside alone without the rest of the seat and then showing the whole Chevy back seat. Sad. "
"fintail","November 2009"," There's a local ad made by local GM dealers, touting the improvements of new models - the ""best buy"" recommendations and such. The new Lacrosse is featured, and one dealer (and all of these guys look like car salesmen to me) says it looks like a ""60 or 70 thousand dollar car"". Really? "
"roadburner","November 2009","  The new Lacrosse is featured, and one dealer (and all of these guys look like car salesmen to me) says it looks like a ""60 or 70 thousand dollar car"". Really?What's sad is that the guy probably believes what he's saying... "
"loncray","November 2009"," I saw something interesting this weekend watching the pre-game show on Fox - Howie Long sitting directly in front of a 'Built Ford Tough' sign with F150 signs on either side discussing the upcoming football games. Thought that was pretty ironic - I wonder if the cameras were set that way intentionally? "
"ateixeira","November 2009"," Show more of the car, I say, especially the beige/mocha two-tone interior. It's OK to brag about the highway MPG, but don't mention competitors.The problem with showing the Accord and Camry is that you're recognizing them as the benchmarks by default. "
"scscars","November 2009"," If I were freezing to death, Howie Long couldn't sell me a roaring fire. Does Chevy really need to push its cars using a football player whose glory days were back in the early 90's? Howie should just stick to doing pre-games on Fox.As for the Dodge Ram ad, ""My name is Ram. My tank is full."" It just sounds like it wants to taunt the other trucks. Well, I guess it beats ""The Mayor of Truckville"" ads from a few years ago. "
"euphonium","December 2009"," Howie Long is a clean cut, straight, slender gentleman that most men should emulate, but can't because of their own inadequacies. "
"fintail","December 2009"," So we should all make obnoxious claims in questionably contrived commercials?He was a fine athlete, but that alone is no reason to emulate someone. Everyone has some skeletons in the closet. These commercials will be some of his :shades: Usually those who whine about the inadequacies of others are hiding their own :P "
"fintail","December 2009"," Lately the Lexus Christmas-themed spot for the ES lease has been airing. The one claiming how the car will be a part of your life and memories - it shows a kid learning how to drive, family events, etc. For a 3 year lease? "
"euphonium","December 2009"," There are some marriages/families that don't last 3 years. Remember?  "
"fintail","December 2009"," Ha, good point! I should have looked to see if it featured different husbands/wives :shades: "
"explorerx4","December 2009"," nice catch! "
"explorerx4","December 2009"," i saw a lacrosse the other day in a driveway around the corner.at first, i thought it was as LS460. so from a distance, i think they are right. "
"fintail","December 2009"," Lacrosse is excellent looking for a Buick, and I wish it well...but an LS? I could see a GS maybe, but if you pay 70 grand for one of those, you have other problems :shades: "
"ateixeira","December 2009"," Saw that ad finally, pretty funny. I think the target market will get it, too. "
"roadburner","December 2009"," Back in late '80s/early '90s BMW ran a clever ad that showed a young couple shopping at various dealers- at each one the sales guy would tell them some variation of ""It's just like a BMW."" "
"xrunner2","December 2009"," Waiting for best Lexus ad from last year where young woman getting a new Lexus for Christmas has a flashback of her as a child getting a real pony at Christmas. That was classy. "
"fintail","December 2009"," I thought it was kind of lame when the ads featured a 30-something guy thinking of his big wheel bike, and then IIRC he received an ES. Really? A big wheel = fun adventurous times, an ES (or almost any Lexus) is anything but.The type of spoiled girls who got ponies are often the ones who drive RX today, between the gallery mall and their cosmetic fitness clinics. "
"roadburner","December 2009"," I thought it was kind of lame when the ads featured a 30-something guy thinking of his big wheel bike, and then IIRC he received an ES. Really? A big wheel = fun adventurous times, an ES (or almost any Lexus) is anything but.I agree, but if the ad was accurate it would have to show a kid opening a box of underwear... "
"jipster","December 2009"," Elvis like voice: ""As king, I would like to welcome our newest member...Jacko""Michael Jackson voice: ""I would like to thank all the nice members of heaven, for the quick and thoughtful delivery.... of my new SOUL"" (triumphets playing loudly)(Talk of the new Kia Soul being great and all.)Elvis: ""oh by the way, who said anything about being in heaven.""Michael : ""oh dear"" Funny, but a bit inappropriate IMO. "
"stever","December 2009"," That's a real commercial?Oh, in case you missed the Chevy Volt Dancers, well ... consider yourself lucky. "
"tallman1","December 2009"," Oh, in case you missed the Chevy Volt Dancers, well ... consider yourself lucky.I have GOT to stop clicking on your links. :sick: "
"roadburner","December 2009"," I heard that one a couple of times and then it disappeared for a couple of weeks; my wife and son thought I was making it up. I thought it had been pulled due to complaints, but it's obviously back. As KIA ads go, it's actually one of the least objectionable... "
"ateixeira","December 2009"," Saw it already, and it was SOOOOO bad. :sick: I didn't expect much from a Kia ad, but that was pretty bad also. "
"lemko","December 2009"," There was a funny President's Day radio commercial for a local Hyundai dealer last year using different president's voices: Nixon, JFK, George Bush, Sr., etc. The funniest part was the Bill Clinton voice saying, ""So come on down to XYZ Hyundai and check out the hot interns!...uh...excuse me...I mean great deals...Sorry."" "
"ateixeira","December 2009"," Forget about whether it's funny or offensive or not, why would that get people in the mood to buy cars? :confuse: "
"roadburner","December 2009"," Forget about whether it's funny or offensive or not, why would that get people in the mood to buy cars? Good point; all of the KIA ads follow a similar template, a sometimes funny gag followed by the usual screamer ad. "
"deltheking","December 2009"," That sounds sexist and would potentially turn off all the female buyers IMO.And you can bet that wives would not be too thrilled to send their hubbys to shop for cars at that dealership.!! :shades: "
"Kirstie_H","December 2009"," A reporter is looking to speak to consumers who recently purchased (within the past month) or are going to purchasing a luxury car for the holidays. Please send your daytime phone number and the car you purchased to [email?protected] by Friday, December 18, 2009.Thanks,ChintanCorporate CommunicationsEdmunds.com "
"kyfdx","December 2009"," ...but, related..Anyone seen the animated Michelin commercial about the ""bad stretch of road""...Original and entertaining... "
"lemko","December 2009"," Is that the one with the claymation animals? "
"kyfdx","December 2009"," Are they claymation? Didn't realize that.. I'll have to look more closely... They do resemble claymation, though... in retrospect.. "
"anythngbutgm","December 2009"," Yup, seen it a couple of times. Still trying to figure out what they modeled the car after. I think it looks sort Pontiac G8-ish but squished  "
"scscars","December 2009"," If its the boxy looking car that's been in the Michelin claymation commercials that I've seen recently, the car looks like its been modeled after a Renault Clio. "
"xrunner2","December 2009"," OK. Lexus again takes the prize in 2009 for the classiest tv commercials. Commercials are work of art with settings, photography, music/melody and subtle message. None of the others even come close. Most commercials show owners and their new Lexus in proper homes, no apartments or condo trash. There is still possibility if economy improves in 2010 to upscale Christmas commercials for aspirational Lexus, or Mercedes owners, showing top-top level lux cars in homes on sprawling 5-acre estates. "
"fintail","December 2009"," Yes, classy = an existence based on consumerism, materialism, and debt. Oh, and cars that are usually painfully dull to drive and not much better look at.Face brick mcmansions on questionably developed pastureland - that's where class lives! Should my mcmansion be a questionably styled ""Georgian"" colonial, a pretentious faux Tuscan villa, or a laughable copy of a craftsman? :P :sick: I haven't seen any good ads lately...although the big local Hyundai dealer has a couple that I like, advertising 3K back on Sonatas as some kind of fund to buy Christmas presents. That's a brilliant idea :shades: "
"xrunner2","December 2009"," Face brick mcmansions on questionably developed pastureland - that's where class lives! Maybe that is true on the left coast. Here in N and NE Illinois, there are ""real"" high end homes on great properties such as in Barrington Hills, Lake Forest, Highland Park, Bannockburn, etc. Good car commercials for upper end could easily be made here. But then again, upper end people don't need commercials to motivate them to buy their Mercedes, Lexus, BMW, etc. They just do it regularly no matter the economy. "
"fintail","December 2009"," I was being sarcastic :P I don't know if the average ""upper end"" consumer drives a leased ES or IS as featured in those rather transparent ads. There's 2 current-gen IS in the garage of my apartment building though, and a current-gen LS too :shades: "
"tmart","December 2009"," I agree with you the Lexus ads are classy. Glad to see the Fintail admitted to being sarcastic, but for some unknown reason, a lot of folks here abhor the Lexus commercials, I truly don't know why, unless they're jealous of Lexus owners. I don't live in a McMansion and like my wife's ES300. I think it looks good, and drives good and has been in the dealership for only scheduled maintenance, which is more than I can say about my C70. Lets just be honest...Lexus makes a great car. "
"roadburner","December 2009"," "
"fintail","December 2009"," I was being sarcastic about what was claimed about the housing arrangements of ""class"" compared to what someone called ""trash"". I was replying to a pretentious and ridiculous statement.Lexus makes some cars that are very good at what they do, but a lot of enthusiasts aren't into it. I can't think of why I would be jealous of the relentless pursuit of isolation and merging onto highways at 38mph - the hallmark of suburban Seattle Lexus owners  "
"euphonium","December 2009"," I didn't know there were apartments on Hunts Point.  "
"Kirstie_H","December 2009"," I'm OK with the Lexus ones - I'm not interested in a Lexus right now, so quite honestly they're just neutral to me. If there's nothing overtly offensive, i tend to ignore the commercials I haven't already DVRed to skip through I find the Audi / Christmas lights commercial to be slightly offensive. I dunno why, but it seems pretentious. The rest of the families are festively decorating their houses, and the Audis coming out of the garage seem, well, more like showing off. "
"tmart","December 2009"," Sorry if I hit a nerve, was not my intent. Some folks seem, to me, to be jealous. or envious, of those who have or could afford to buy a Luxus. You are definitely not in that group. It's different strokes for different folks. My C70 and ES300 couldn't be more different cars, but they excell at what they do. The C70 is much more for fun to DRIVE, whereas the Lexus is better to RIDE in, excluding the fact the Volvo seats are much more comfortable. "
"ateixeira","December 2009"," I find the ads a bit tacky.Jealous?Nope.I have a Sienna and a Miata. I could afford a Lexus (it would cost less than both of my cars), but the Sienna offers more room than any Lexus and the Miata is more fun.Also, the red ribbon implies it was gifted but not necessarily earned. It comes off as materialistic, even spoiled.I don't want my kids to watch commercials like that and think they're classy, but that's just me. If they want to purchase a Lexus, I will have no problem with that. My Toyota is a great vehicle. But I will say this - that's something they will have to earn all by themselves. Hit the books, study hard.  "
"xrunner2","December 2009"," I find the Audi / Christmas lights commercial to be slightly offensive.Agree. Mean-spirited and anti-Christmas.There is a bank commercial that is kind of a take-off of a Lexus commercial from last year using a pony. A man has two young girls (6 years old?) sitting at a table. He asks first one if she wants a pony. She says yes and he gives her a toy model of a pony. He asks second girl, she says yes and he brings out a live pony. First girl then says to him that he didn't ask her if she wanted a real live pony. The mean man then says, ""You didn't ask"". First girl then has sorrowful expression. Got to wonder. Were those girls acting, or not? If not, then very questionable using children like that. "
"fintail","December 2009"," No offense taken...I am sure some people don't like the ads or the cars I like either. Doesn't change my tastes. If people are secure with their choices, opinions of bigmouths like me won't matter :shades: I am put off by the Lexus ads for the reason mentioned in 3570. There's a demographic who likes some of the vehicles who makes the commercial image look very true.Good point about being good to drive vs good to ride in. "
"fintail","December 2009"," But there are in Clyde Hill...and plenty in my neighborhood that rent for as much as a mansion mortgage payment  "
"british_rover","December 2009"," Wait if the C70 has better seats, and Volvos always have better seats I just took a guy out of his 105,000 Range Rover into a 40,000 XC60 partly because of the better seats, and it is more fun to drive then the ES300 then how is the ES300 more fun to ride in?Sure the ES300 is more reliable since it uses all camry mechanical that they duplicate 500,000 plus times over in a year but besides that and the cargo hauling advantage what is better about it? "
"tmart","December 2009"," Mainly its the suspension differences, I think. The C70 feels alot more irregular road surfaces that the ES300 ignores. Even with the better seats in the Volvo, you feel a lot of bumps. BUT, with the top down and the SC901 cranking, one forgets about the bumps! :shades: "
"ateixeira","December 2009"," Actually I'm going to step up and defend the ES - at one car show I went to, I sat in every back seat I could. Hundreds of them.The single most comfortable rear seat I sampled was a Lexus ES. Soft, supple leather, just a great place to be.I'd rather drive a BMW, but I'd rather be a passenger in a Lexus. "
"lemko","December 2009"," If there was a Lexus in which I wanted to be a rear seat passenger, it would be the long wheelbase LS460. Heck, that thing has it's own radio and climate controls for the back seat, not to mention an icebox! "
"fintail","December 2009"," I rode in an 05 LS430 once...amazingly smooth leather, very supple ride and high build quality. Those cars seem like a bit of a used bargain now...kind of like a more modern more reliable 1999 S-class :shades: "
"british_rover","December 2009"," Well the C70 is a short wheel base coupe/hard top vert with a performance suspension and tires so yeah it is gonna be a bit rougher. :P Lexus seats are just too soft for me. The leather is too slippery too I always feel like I am going to slide out of the seat. Saab 9-5s without the Sport or Aero seats give me the same feeling. "
"ateixeira","December 2009"," I don't think they had one at that particular show. Plus chauffer driven models shouldn't count. Did you see the new Sienna XLE and Limited are getting foot rests? They'd be close, and for half (more like 1/4) of the money.Pass the Grey Poupon you bought at Costco with a coupon. "
"fintail","December 2009"," This appears to be several years old, but I just came across it. Pretty cool:http://www.youtube.com/watch?v=3z5mrIS0Zho&feature=related "
"ateixeira","December 2009"," Clever. The changes are very subtle, too. It really shows the evolution of the big Benz. "
"toomanyfumes","December 2009"," That was a good one....If I see that Toyotathon ad one more time...... :mad: "
"urnews","December 2009"," If I see that Toyotathon ad one more time..That is the worse car commercial on TV. Really dumb.U R NEWS "
"fintail","December 2009"," Is that the one where people race into a showroom to reserve a car, and one guy gets left out and the salespeople tell him there are more cars, or something like that? Even my 80+ year old grandmother commented on how dumb that one was, at Christmas. "
"urnews","December 2009"," Yeah, that's the one. It might be the worst car ad ever. "
"xrunner2","December 2009"," Is that the one where people race into a showroom to reserve a car, and one guy gets left That was a light-hearted commercial. Kind of similar to other car makers showing a lot of customer traffic in their showrooms. One of dumbest car commercials is that of a car crashing through the windows into the showroom - was that Mercedes? Now that does not make any sense at all, is pointless and reflects poorly on the car manufacturer involved.The dumbest commercials are car makers that show their car driving on desert floor, dust/sand being kicked up, then car goes sliding every which way. Who the heck drives a car like that? "
"fintail","December 2009"," If the spot was meant as a parody toward previous lame Toyota commercials, I could see it....but they are serious, I fear.The MB ad makes sense in the context of the ad copy. The new E coupe is touted as a new member in a long line of MB sports coupes (although in most variants you'll see on the road, it isn't the sportiest thing) - and it crashes onto the scene in a display of sporty cars at the MB museum (perhaps the best maker-sponsored museum in the world). It doesn't seem out of line to me. It's better than Lexus cars shown in front of pretentious shops, no matter that ""apartment and condo trash"" as someone put it, purchase a great deal of them. A good RX ad would have an affluent non-working free-spending housewife cruising between the gallery mall and the botox clinic...maybe an LS ad featuring the same driver unable to park the big car properly and destroying the wheels along the curb :shades: I don't like ads that show cars on shiny wet roads on sunny days, and the cars always appear perfectly clean. From my experience, a car on a wet road in the sunshine looks dirty faster than in any other weather.This will still go down as one of the best ads ever "
"lemko","December 2009"," That Toyota commercial showing everybody running toward a Toyota to claim like it was musical chairs is really lame. A Toyota isn't the kind of car anybody dreams of buying. It's the kind of car one ""has to get"" or ""settles for"" or ""because an even more lame consumer magazine told them what to buy and they can't think for themselves."" It's not the car ""one really wants."" It would be a lot more believable if the ad showed an exotic car dealership and a bunch of average people just hit the lottery. "
"ateixeira","December 2009"," Yes it will. They have a great story to tell, and that ad captures it well. "
"xrunner2","December 2009"," That Toyota commercial showing everybody running toward a Toyota to claim like it was musical chairs is really lame.Toyota commercials in showrooms are full of life, are lively. Get with Toyotathon at this time of year. Some years ago, should have had someone following me (with a camcorder) and an elderly relative going to a Lincoln/Mercury showroom to document. Relative wanted me to look at full-size Mercury with him. Showroom was dead, sales guys looked like they were on Medicare and a couple sales offices reeked of cigar smoke. Based on who I see driving Buicks and Cadillacs, have to imagine their showrooms are the same. Have to admit though that recent Buick Lacross commercial of new model being driven on city streets is classy. Perhaps that model will get average age of owners into lower 60's. "
"fintail","December 2009"," You mean they aren't going to run out of Camrys? The commercials are creating a false sense of urgency? People aren't paying double MSRP for Corollas? Kids who liked big wheels don't drive Lexus ES by the time they hit 40? "
"lemko","December 2009"," Toyota commercials in showrooms are full of life, are lively.Yeah, just like an ocean full of sharks with terrified people desperately trying to swim away from them! The last time I was in a Toyota showroom, it was like swimming in a tank full of sharks and barracudas while wearing a bloody meat suit. I'll take that friendly serene Buick or Cadillac showroom any day. Besides, I like my fine cigars.In addition to two Cadillacs and a Buick, I also have a full-size Mercury Grand Marquis LS. Surprise! I'm a youthful 44 years old! "
"ateixeira","December 2009"," Getting an e-quote is key. That's what I did to purchase my Sienna.While I was there a ""minnow"" came to complain to me about the sharks and how he was being treated.He later apologized to me, and ended up buying a Highlander anyway. Strange day. "
"xrunner2","December 2009"," I'll take that friendly serene Buick or Cadillac showroom any day.WIthout identifying any particular commercial, my overall feeling is that Buick and Cadillac tv commercials recently are generally in good taste. That one showing a new Lacross being driven on city streets is very good. Almost, almost tempts me to wander into a Buick showroom for a test drive. But, don't really need a new vehicle at this time. Don't want to go in under false pretense. "
"roadburner","December 2009"," In addition to two Cadillacs and a Buick, I also have a full-size Mercury Grand Marquis LS. Surprise! I'm a youthful 44 years old! Wow, you are old way beyond your years! At this rate you'll be riding an electric scooter in the grocery before you hit 55... "
"euphonium","January 2010"," Not if he gives up smoking. "
"fintail","January 2010"," I've noticed an uptick in Prius ads lately, at least in my area.One of them has a song that I absolutely loathe. "
"lemko","January 2010"," It's not the one with the flowers and such? They always play that ad on the televisions mounted on top of the gas pumps at my local Sunoco. That effeminate ad only reinforces my idea of the Prius as a ""girl's car"" and another reason I'd never consider one. "
"fintail","January 2010"," I think that's it yeah...it is very effeminate...maybe not that the average Prius buyer would notice. I now remember a similar song was used on the Toyota ads shown between PBS shows maybe 5 years ago. It doesn't make me want to buy one either. "
"ateixeira","January 2010"," There's nothing wrong with appealing to women...they influence more than half of all purchases now.Plus I thought the ad was well made and very clever.Macho-neanderthals (like in the that-thing-gotta-Hemi ads) aren't ever going to buy a hybrid anyway, so I think it works just fine with the intended demographic.Does it make me want to buy one? No. But I did call my kids to see it the first time I saw it. Plus we're talking about the ad, and we all remember it.It checks all the boxes for a successful ad campaign.I think it was very effective, actually. "
"ateixeira","January 2010"," Pic for reference...Sort of has a modern Alice in Wonderland feel to it, with many humans involved in its creation.Contrast that with this:Both target opposite ends of the spectrum. "
"fintail","January 2010"," Yeah...I never said it was a bad ad campaign per se...it just annoys me...especially that particular song (It's a beautiful day?). I can deal with all of the ridiculous eco claims and somewhat overdone imagery. After all, selling the image is as important as selling the product. If they want to present reality, maybe they need to show a Prius camping out in the left lane or merging onto a highway at 30mph or hypermiling on a residential street with 10 cars stacked up behind it :shades: Most of the Hemi themed ads were pretty dorky, and I remember some Dodge truck ads being paricularly bad, infused with false machismo to lure in the average suburban truck driver who lives in a tract house 4 miles from work and visits Home Depot once every 9 months. "
"ateixeira","January 2010"," They're definitely stretching it, as if hybrids spewed out flowers and children. Or flower children. But it sorta works - it's people in harmony with nature.A stretch, for sure, but the demographic eats that up. "
"fintail","January 2010"," Well, the ad shows people in harmony with nature, but the last time I checked that vehicle still has a gasoline engine, and gets no better mileage than many (other market) diesel vehicles and even a few old gas vehicles. It's feel good marketing, no matter how valid the feelings.Seeing it still doesn't make me feel different about driving a V8 either :shades: "
"ateixeira","January 2010"," It is a PZEV, and I'm not sure, but I doubt diesels could meet that standard. The ad is as much about emissions as anything, if not more so. "
"stever","January 2010"," But it sorta works - it's people in harmony with nature.But where are the whales?Oh yeah, they are getting hunted down by the Japanese whalers. :P "
"fintail","January 2010"," It's still consuming refined oil, which makes for plenty of environmental issues in itself. Even the little bit of material coming out of that hamster engine won't make flowers bloom or trees grow :PAnd heck, my tuned V8 is marked as a LEV...maybe I should call it a 'green' car... "
"ateixeira","January 2010"," Yeah but there's ULEV, SULEV, and SSSSSSSLEV, and then PZEV. "
"fintail","January 2010"," I saw the annoying song ad again this evening. It's not a flowers and trees ad, it just shows people and at the end has a spot where the website info is inserted. The imagery isn't irksome...but the song really irritates me somehow.I am thinking of converting my fintail to steam power with a coal-fired boiler...it already cancels out about 50 Prius...maybe I can make it 100 :shades: "
"roadburner","January 2010"," ... running on some of the CarSpace topic pages. It quotes Automobile magazine's statement that the Malibu is ""better looking than a Honda Accord"".Isn't that kind of like saying, ""Not as skanky as Lindsay Lohan""? "
"ateixeira","January 2010"," Not to mention that's such a subjective statement to begin with. "
"stever","January 2010"," But ... it made you look. And some people clicked through.And some of our server bills got paid thanks to those clicks.  "
"scscars","January 2010"," Not only does that song irritate me, but so does the one for Chrysler Town and Country showing the three girls on the way to the beach in their minivan. Of course, its been cloudy and bitter cold here, so songs accompanying trees, flowers, and the beach are rather irritating to me given that spring is only 80 days away, but who's counting? "
"ateixeira","January 2010"," You should make newbies click on 50 links before they can post anything. "
"stever","January 2010"," lol, I like it. :-) "
"fintail","January 2010"," Honda Crosstour ad ""cargo incognito""...that big hump on the back is ""incognito"" eh? "
"i_luv_toyota","January 2010"," Nothing that ugly is ever ""incognito."" "
"ateixeira","February 2010"," These will run on Animal Planet opposite the Super Bowl. There are 5 or 6 of them in total, but this is my fave by far:http://www.youtube.com/watch?v=bx-VH_4nO4o&feature=channelKeep in mind nearly every Subaru owner I know owns a dog or cat.That's our car, even down to the color. :shades: "
"fintail","February 2010"," I just saw my first Toyota ""we messed up but we'll make it better"" themed ad, one that shows old cars. As I like ads with a heritage theme, I didn't mind it. It also showed a Cressida, which is one of the few Toyota sedans I actually like.Superbowl ads for ZDX and Crosstour - ugly competition. Did Honda drop the ""cargo incognito"" claim for that thing? "
"lemko","February 2010"," I caught their ""mea culpa"" ad last night. "
"ateixeira","February 2010"," This ad campaign is pretty clever and had me cracking up more than once. Keep in mind the demographics (parents with kids, trying to stay hip and young), and it really hits home.My favorite is ""Diaper Bag"". I haven't seen them all though:http://www.youtube.com/sienna "
"fintail","February 2010"," One less SUV, anyway...although around here, Siennas seem to be like slowly moving pylons a normal car driver has to avoid :shades: The recent Audi ad campaign is amusing, but I question how different they really are, as they seem to attract the same customer base as the rest of the highline competition...heck, in my town the same dealer group sells Audi along with MB, Volvo and Porsche. "
"ateixeira","February 2010"," I liked the Green Police ad. Very clever, and catchy tune. "
"i_luv_toyota","March 2010"," I was about to post on this series of ads.Due to the geniuses on Madison Avenue having broken the cardinal rule in advertising, that being ""Thou shalt not run thy ad into thy ground,"" these ads have become borderline annoying and thus have me reaching for the remote, either to mute or turn the channel.Mommy like.Daddy like.I don't like. "
"anythngbutgm","March 2010"," A great classic ads thread going onlink title "
"ateixeira","March 2010"," Agreed, they should use it sparingly.I skip commercials with a DVR so I had to go to YouTube to see them all. "
"roadburner","April 2010"," Anyone who still isn't convinced that the wheels are still falling off Toyota's wagon must have missed the new Avalon campaign. The ads definitely put the ""moron"" in moronic. I can't believe someone got paid to produce those insipid pieces of garbage. "
"urnews","April 2010"," Dumb commercial.Boz "
"kyfdx","April 2010"," Haven't seen that before.. But, I'd say they have just about nailed the Avalon demographic... Floaty, cloud-like, quiet, former Buick drivers.. "
"tallman1","April 2010"," Maybe because I just visited an aviation museum but those old airliners were anything but comfortable. Toyota sure didn't win me over.  "
"scscars","April 2010"," ""Jet Smooth"" ride? Chevrolet should sue. They used that slogan for years in the 50's and 60's, and they probably copyrighted it. "
"fezo","April 2010"," I'll bet not. Heck, Ford didn't even bother to trademark the Futura name and lost it to Pep Boys.I just saw that Avalon ad on teh TV. If looks much worse on a 50"" TV than it dows on a 17"" monitor. "
"lemko","April 2010"," Are you talking about those jetliner themed commercials? Heck, Chevrolet used that ""jet-smooth ride"" schtick back in 1961. I was wondering who but very old folks would find this appealing. "
"fezo","April 2010"," My guess is that it's the old folks they are aiming at. Of course with car ads it is hard to tell. So many leave me scratching my head. "
"euphonium","April 2010"," The pruney smiling woman hitting the shoulders of others in the commercial. I have a negative impression of her and don't remember which car is being featured.  "
"fintail","April 2010"," The lame and somewhat weird Avalon ads are definitely targeting the class of '49. They know their target market, I will give them that much.I don't like the Lincoln ad with ""Major Tom"" as the song...when I was a kid I had that song on a 45rpm single, with the flipside in German...I LOVED that and I think it would be good in a MB ad, but not gonna happen now. "
"fintail","April 2010"," That's a VW ad, playing on the old ""punchbuggy game"" that came about probably in the 60s when Beetles became prolific. It's not the best ad, yeah. A better game would be watching for Beetles and Jettas with burnt out head and/or taillights. "
"stickguy","April 2010"," Saw the ad on TV yesterday. Weird. At first, ithought they were advertising toilet paper (from the soft clouds), or maybe a funeral home or service car (taking you to your final resting place in heaven or some such).But yeah, classic case of knowing your target audience!And being (for a little while yet) on the low side of 50, and actually having an interest in the driving experience, it absolutley showed to me that I shold not bother putting an Avalon on the list of options for my next car. "
"ateixeira","April 2010"," I noticed one update to those retro ads - they used a mixed-race couple. Anyone else catch that? "
"euphonium","April 2010"," I prefer a mixed drink.  "
"fezo","April 2010"," When getting the latest car in the stable I had to bite the ""what I'd drive"" coming out of my mouth. I'd have taken a Mazda 6 or maybe another Accord. I knew my wife would go for a Camry.We're in the right demographic but I couldn't have one for my car. "
"snakeweasel","April 2010"," ""Jet Smooth"" ride? Chevrolet should sue.Then GM should sue BMW over ""The Ultimate Driving Machine"". "
"anythngbutgm","April 2010"," Coda Automotive? With all the discussion about the Nissan leaf and it's competition (Volt) in swoops this little company out of California.-100% Electric- Range of up to 120 miles- 8 year battery warrantylink titleNothing mentioned about price... "
"ateixeira","April 2010"," I love how the car is totally secondary.I clicked and got some animation of gas pumps and how the world will end due to our dependence of foreign oil.Had to click to see what looks like a Chinese-built clone of an older Asian car, Korean I think? Maybe Daewoo? "
"fintail","April 2010"," Definitely a Chinese vibe in that design, makes me think of an 01 Civic. "
"wlbrown9","April 2010"," ""Nothing mentioned about price... ""If you have to ask the price, you can't afford it :-) "
"motorcity6","April 2010"," GM repays $8.1 billion after losing $3.9 billion in the last gtr of 2009..Don't you love transparency?????????????????????? "
"scscars","April 2010"," Did GM use ""The Ultimate Driving Machine"" in their ads? What cars did that slogan advertise? The only models that would begin to come to mind would be Corvette, Firebird, or Camaro. "
"snakeweasel","April 2010"," Yes Pontiac used it for the GTO in the 60's. "
"lemko","April 2010"," ...the older demographic! I just saw the latest Avalon commercial showing a streamlined steam locomotive and a woman with a 1940s hairstyle and outfit. ""Mr. Sandman,"" sung by the Chordettes and recorded in 1954, was playing in the background. I thought the jet airliner commercial already appealed to older people as jet travel hasn't really been perceived as an exclusive enclave of the wealthy since the early 1960s. Travelling by streamliner train goes back to the 1940s! Now, who under 70 would really remembers streamlined steam locomotives or the Chordettes? At least Toyota's ad agency had enough tact not to have the African-American gentleman playing a Pullman porter! "
"tmart","April 2010"," Sorry Lemko, but I'm under 70 and well remember streamlined steam locomotives and the Chordettes! "
"ateixeira","April 2010"," Did you notice the mixed-race couple, though? Very progressive for a retro ad. "
"fezo","April 2010"," The Avalon ad I've seen has Theme from a Summer Place by Percy Faith playing. "
"ateixeira","April 2010"," I think there are two, not sure.For the Sienna they have dozens. You have to go to YouTube to see some of them. "
"roadburner","April 2010"," There are two ads(a train and an airliner), both are execrable. "
"fezo","April 2010"," I have managed to not see the train one yet, We'll see how long my luck holds out.My luck hasn't held out on Honda commercials. I keep catching the giant coffee cup one amongst others. Every time I think Toyota has the worst ads in the world Honda ups the ante. "
"lemko","April 2010"," Mr. Opportunity is the one that comes to mind. "
"ateixeira","April 2010"," His tapping on the glass reminds me to hit Forward on my DVR. "
"fintail","April 2010"," I am really starting to loathe ""I live, I ride, I am""...maybe because Jeeps are the some of the ultimate suburban poser vehicles around here, about as likely to go off-road as the average Ferrari. "
"ateixeira","April 2010"," I like this one:http://www.youtube.com/watch?v=skthLlY0oAk "
"ateixeira","April 2010"," http://www.youtube.com/watch?v=0rgr69YYl3w&feature=relatedPretty funny... "
"fezo","April 2010"," Andre's type of ad.Bonus of several minutes of Groucho. "
"anythngbutgm","May 2010"," But this one cracks me up""The only thing missing is a premium pricetag"" :sick: "
"ateixeira","May 2010"," That's a real stretch, ""luxury performance"".It's a sporty mainstream sedan, but that's about it.Right now it's 4 cylinder only, though it actually manages OK with that engine. Not feeling as cheap as other Suzukis doesn't quite qualify as luxury.  "
"ponderpoint","May 2010"," I am constantly laughing at car commercials setting up dreamlike backgrounds showing the new vehicle gracefully and expertly handling curves. If it's an urbane setting - the streets, empty and buildings (also beautiful) whiz by, all traffic lights green or non-existent.How about showing construction zones, traffic completely jammed on the outer loop, cars coated to a white gray color from road salt, potholes, disabled vehicles on the shoulder with that weird angle because they're missing one wheel. Tractor Trailers would be a nice touch also - the ones with graffiti all over the trailer. Urban landscape? Don't even go there.Except for a brief drive on the Blue Ridge Parkway a while ago, I don't know where the car companies think this fantasy land is.... "
